LAD19CD,Name,Latest infection rate,Mean infection rate over last 3 weeks,upper,lower,Clinically extremely vulnerable,Extent,Percentage of population who are white UK born,Percentage of population who are white not UK born,Percentage of population who are ethnic minority UK born,Percentage of population who are ethnic minority not UK born,Dispersed Accommodation,Subsistence Only,People receiving Section 95 support,LAD19NM,Furlough count,Furlough rate,Homelessness
E08000022,North Tyneside,39.32,29.126666666666665,45.54231875037426,12.711014582959073,9640,0.232,92.6,2.7,2.1,2.6,226,4,230,North Tyneside,27900,0.28999999999999998,1.753
E08000023,South Tyneside,73.87,60.336666666666666,73.98303736855416,46.69029596477917,7100,0.4508,94.9,1.2,2.1,1.8,241,5,246,South Tyneside,20500,0.33,1.899
E08000024,Sunderland,71.01,51.06666666666667,87.82235239463716,14.310980938696183,12105,0.396,95,1.6,1.6,1.7,334,12,346,Sunderland,39500,0.34,0.603
E08000025,Birmingham,74.56,62.20666666666666,89.33522234759693,35.07811098573641,35450,0.5792,47.9,4.4,28,19.7,1577,102,1679,Birmingham,156200,0.35,8.25
E08000026,Coventry,28.9,24.81,30.974259890692473,18.645740109307525,13480,0.2669,61.1,7.3,13.8,17.7,583,30,613,Coventry,49200,0.31,4.16
E08000027,Dudley,24.33,19.96333333333333,27.79662340413585,12.130043262530812,12400,0.2708,88.8,2.1,6,3.1,244,6,250,Dudley,48600,0.35,0.492
E08000028,Sandwell,54.37,41.13333333333333,54.57794687680617,27.688719789860492,12705,0.5349,56.1,4.9,21.3,17.7,915,12,927,Sandwell,50400,0.35,4.257
E06000059,Dorset,5.58,6.109999999999999,10.121346407379946,2.098653592620054,15070,0.05,91.7,5.8,1.4,1.2,NA,NA,NA,Dorset UA,51600,0.33,1.265468085106383
E07000004,Aylesbury Vale,NA,NA,NA,NA,NA,0.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.136
E07000005,Chiltern,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499
E07000006,South Bucks,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.506
E07000007,Wycombe,NA,NA,NA,NA,NA,0.0064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.554
E07000008,Cambridge,NA,NA,NA,NA,4070,0.0464,60.4,21.4,3.4,14.8,0,5,5,Cambridge,16700,0.24,3.059
E07000009,East Cambridgeshire,NA,NA,NA,NA,3380,0,89.5,4.1,1.4,4.9,NA,NA,NA,East Cambridgeshire,11900,0.28000000000000003,2.12
E07000010,Fenland,NA,NA,NA,NA,4690,0.2146,91.8,8.2,NA,NA,NA,NA,NA,Fenland,12600,0.27,2.563
E07000011,Huntingdonshire,NA,NA,NA,NA,7300,0.0175,84.8,9,1.7,4.5,NA,NA,NA,Huntingdonshire,25400,0.28999999999999998,3.439
E07000012,South Cambridgeshire,NA,NA,NA,NA,6370,0.0013,81.7,10.9,4,3.4,NA,NA,NA,South Cambridgeshire,19900,0.25,2.356
E07000026,Allerdale,NA,NA,NA,NA,3935,0.1985,94.8,3.4,NA,1.7,NA,NA,NA,Allerdale,15300,0.36,0.41
E07000027,Barrow-in-Furness,NA,NA,NA,NA,4695,0.379,95.2,3,NA,NA,NA,NA,NA,Barrow-in-Furness,7700,0.24,0.129
E07000028,Carlisle,NA,NA,NA,NA,3745,0.1896,90.7,6.4,1,1.8,NA,NA,NA,Carlisle,18200,0.35,0.75
E07000029,Copeland,NA,NA,NA,NA,2865,0.2299,94.8,3.2,NA,NA,0,1,1,Copeland,7700,0.25,0.311
E07000030,Eden,NA,NA,NA,NA,2260,0.0046,94.4,3.9,NA,NA,NA,NA,NA,Eden,9700,0.41,0
E07000031,South Lakeland,NA,NA,NA,NA,4370,0,92.5,4.5,1.3,1.7,0,1,1,South Lakeland,19600,0.42,0.6
E07000032,Amber Valley,NA,NA,NA,NA,4505,0.1099,97.3,2,NA,NA,NA,NA,NA,Amber Valley,19700,0.34,1.584
E07000033,Bolsover,NA,NA,NA,NA,3540,0.2165,93.5,6.5,NA,NA,NA,NA,NA,Bolsover,11500,0.32,1.016
E07000034,Chesterfield,NA,NA,NA,NA,3905,0.2808,87.8,3,6.4,2.8,0,5,5,Chesterfield,14700,0.32,1.246
E07000035,Derbyshire Dales,NA,NA,NA,NA,2690,0.0232,99.6,NA,NA,NA,NA,NA,NA,Derbyshire Dales,10400,0.34,1.427
E07000036,Erewash,NA,NA,NA,NA,4130,0.1616,87,2.7,6.5,3.8,NA,NA,NA,Erewash,19100,0.36,0.449
E07000037,High Peak,NA,NA,NA,NA,3615,0.0667,94.9,2.8,1.7,NA,0,1,1,High Peak,13800,0.33,0.995
E07000038,North East Derbyshire,NA,NA,NA,NA,3725,0.1068,95.5,NA,2.2,1.9,NA,NA,NA,North East Derbyshire,14300,0.32,0.038
E07000039,South Derbyshire,NA,NA,NA,NA,3455,0.0522,85.6,3.8,5,5.5,NA,NA,NA,South Derbyshire,16800,0.33,2.641
E07000040,East Devon,NA,NA,NA,NA,6055,0.0077,92.3,3.4,1.1,3.3,0,1,1,East Devon,19700,0.34,0.225
E07000041,Exeter,NA,NA,NA,NA,3720,0.0848,83.8,8,1.7,6.4,0,1,1,Exeter,17400,0.3,1.567
E07000042,Mid Devon,NA,NA,NA,NA,3085,0.0196,94.7,5.3,NA,NA,NA,NA,NA,Mid Devon,10900,0.3,0.974
E07000043,North Devon,NA,NA,NA,NA,4330,0.1135,97.9,NA,NA,NA,NA,NA,NA,North Devon,14400,0.36,1.61
E07000044,South Hams,NA,NA,NA,NA,3240,0.0012,88.3,3.1,3.2,5.4,NA,NA,NA,South Hams,11700,0.35,0.166
E07000045,Teignbridge,NA,NA,NA,NA,6315,0.0401,96.1,3.6,NA,NA,NA,NA,NA,Teignbridge,19900,0.35,0.5
E07000046,Torridge,NA,NA,NA,NA,3120,0.1025,94.3,5.1,NA,NA,NA,NA,NA,Torridge,9200,0.36,0.924
E07000047,West Devon,NA,NA,NA,NA,2395,0,95.1,NA,NA,3.7,0,3,3,West Devon,6700,0.32,0.778
E07000061,Eastbourne,NA,NA,NA,NA,3760,0.1815,79.5,9,6,5.6,0,1,1,Eastbourne,14500,0.34,2.052
E07000062,Hastings,NA,NA,NA,NA,3500,0.4376,83.1,8.9,3,5,87,2,89,Hastings,11600,0.31,5.831
E07000063,Lewes,NA,NA,NA,NA,4380,0.0569,89.4,7.8,NA,2,NA,NA,NA,Lewes,13100,0.32,1.569
E07000064,Rother,NA,NA,NA,NA,3795,0.111,92,6.4,NA,NA,NA,NA,NA,Rother,11000,0.33,2.552
E07000065,Wealden,NA,NA,NA,NA,5800,0.0248,91.8,5.3,2.2,NA,NA,NA,NA,Wealden,21200,0.33,1.766
E07000066,Basildon,NA,NA,NA,NA,8095,0.2623,85.1,4,6.7,4.3,56,3,59,Basildon,27300,0.31,2.594
E07000067,Braintree,NA,NA,NA,NA,6185,0.0273,89.9,7.3,2.3,NA,NA,NA,NA,Braintree,24800,0.35,0.934
E07000068,Brentwood,NA,NA,NA,NA,2665,0,91.1,3.4,3.1,2.4,3,0,3,Brentwood,10200,0.28000000000000003,1.91
E07000069,Castle Point,NA,NA,NA,NA,4105,0.0734,99.4,NA,NA,NA,NA,NA,NA,Castle Point,12700,0.33,2.186
E07000070,Chelmsford,NA,NA,NA,NA,5705,0.0229,91.9,3.5,1.7,2.9,0,2,2,Chelmsford,25700,0.3,4.093
E07000071,Colchester,NA,NA,NA,NA,7055,0.0841,81.6,8.4,3,7,0,8,8,Colchester,27000,0.3,3.799
E07000072,Epping Forest,NA,NA,NA,NA,5300,0.0211,75.8,6.4,13.2,4.6,3,14,17,Epping Forest,20400,0.33,1.177
E07000073,Harlow,NA,NA,NA,NA,4820,0.0794,76.5,11.3,6.7,5.5,25,3,28,Harlow,14300,0.31,3.817
E07000074,Maldon,NA,NA,NA,NA,3045,0.0081,94,5.3,NA,NA,0,2,2,Maldon,9500,0.34,1.118
E07000075,Rochford,NA,NA,NA,NA,4810,0.0163,97.2,2.1,NA,NA,4,0,4,Rochford,11900,0.31,2.396
E07000076,Tendring,NA,NA,NA,NA,7455,0.3139,94.6,3.1,1.4,NA,0,2,2,Tendring,18100,0.33,1.276
E07000077,Uttlesford,NA,NA,NA,NA,2890,0,86.3,7.4,3.1,3.2,NA,NA,NA,Uttlesford,13600,0.33,1.534
E07000078,Cheltenham,NA,NA,NA,NA,4015,0.0963,79.4,10.4,5,5.2,17,4,21,Cheltenham,17900,0.33,1.808
E07000079,Cotswold,NA,NA,NA,NA,3515,0,92.2,6.7,NA,1.1,NA,NA,NA,Cotswold,13400,0.34,0.811
E07000080,Forest of Dean,NA,NA,NA,NA,3675,0.0423,96.2,3.8,NA,NA,NA,NA,NA,Forest of Dean,11900,0.33,0.53
E07000081,Gloucester,NA,NA,NA,NA,5335,0.237,82,7,5.4,5.6,98,5,103,Gloucester,20300,0.31,4.013
E07000082,Stroud,NA,NA,NA,NA,4820,0.0074,95.6,2.9,NA,1.2,NA,NA,NA,Stroud,16900,0.31,0.688
E07000083,Tewkesbury,NA,NA,NA,NA,3430,0.0212,87.5,7.4,2.5,2.6,0,2,2,Tewkesbury,13100,0.31,1.581
S12000008,East Ayrshire,NA,NA,NA,NA,NA,NA,95.3,3.5,0.5,0.7,0,2,2,East Ayrshire,17000,0.32,NA
E08000029,Solihull,60.96,45.29,76.1221406976551,14.457859302344897,7040,0.1708,81.1,3.9,8.8,6.2,NA,NA,NA,Solihull,34100,0.35,4.674
E08000030,Walsall,31.41,22.35,33.266537912726726,11.433462087273275,10430,0.4844,74.3,3.5,13.4,8.7,437,24,461,Walsall,41300,0.35,2.579
E08000031,Wolverhampton,47.33,34.096666666666664,52.28224428557482,15.911089047758505,8475,0.4828,63.4,3.6,18.5,14.4,803,25,828,Wolverhampton,37200,0.32,3.97
E08000032,Bradford,83.03,73.04,90.34318756761309,55.73681243238693,25570,0.4981,60.6,3.4,22.1,14,1122,48,1170,Bradford,67700,0.32,1.97
E08000033,Calderdale,48.08,38.56,53.03697482210977,24.08302517789024,8450,0.2929,87.7,2.6,6.1,3.6,348,8,356,Calderdale,29100,0.32,0.563
E08000034,Kirklees,59.49,43.68666666666667,59.08871956013945,28.284613773193882,18540,0.2938,76.5,2.8,12.8,7.9,731,23,754,Kirklees,61800,0.34,2.626
E08000035,Leeds,62.72,54.06333333333333,72.33696552108773,35.78970114557894,42405,0.3284,79.6,5.1,8.6,6.7,813,35,848,Leeds,111500,0.3,1.149
E08000036,Wakefield,27.53,21.636666666666667,30.14693301580835,13.126400317524983,13560,0.3248,89.5,4.5,3.1,2.9,258,16,274,Wakefield,50400,0.31,1.552
E08000037,Gateshead,71.11,49.053333333333335,76.88734909343043,21.219317573236243,9315,0.3397,91,3,2.3,3.7,559,17,576,Gateshead,29700,0.34,2.471
E09000001,City of London,25.66,21.383333333333333,25.186704644858587,17.57996202180808,NA,0.0322,70.5,29.5,NA,NA,NA,NA,NA,Westminster and City of London,27800,0.26,4.681
E09000002,Barking and Dagenham,29.25,24.21666666666667,33.76029979736346,14.673033535969882,8110,0.4724,33.3,14.3,26.1,26.3,685,66,751,Barking and Dagenham,33300,0.34,8.749
E09000003,Barnet,18.62,20.573333333333334,25.58731711205992,15.559349554606747,12345,0.0523,48.5,16.2,14.7,20.6,23,114,137,Barnet,61000,0.35,3.456
E09000004,Bexley,12.13,11.863333333333333,13.095174773346347,10.63149189332032,10190,0.0755,71.7,8.1,10.8,9.4,63,22,85,Bexley,34000,0.28999999999999998,5.12
E09000005,Brent,22.67,18.44,22.528263690125677,14.351736309874326,17155,0.2074,20.5,16.1,29.4,34,60,134,194,Brent,63100,0.37,5.236
E09000006,Bromley,11.78,12.483333333333333,16.307157771423206,8.65950889524346,12140,0.0734,68.3,9.2,12.4,10,37,4,41,Bromley,43300,0.28000000000000003,5.016
E09000007,Camden,20.59,16.27,20.03047869293259,12.50952130706741,6720,0.1379,40.9,19.3,16.7,23.1,0,22,22,Camden,27300,0.27,0.713
E09000008,Croydon,14.01,14.616666666666667,18.92879297897865,10.304540354354685,13065,0.1897,43.8,14.8,20.7,20.8,203,61,264,Croydon,56900,0.3,6.159
E09000009,Ealing,26.9,20.076666666666668,27.26606395248509,12.887269380848243,20505,0.163,31.8,16.9,25,26.3,394,108,502,Ealing,64300,0.36,5.591
E09000010,Enfield,27.26,20.766666666666666,28.87395556822515,12.659377765108184,9640,0.2942,43.3,17.8,20.1,18.8,211,166,377,Enfield,52800,0.35,7.897
E09000011,Greenwich,16.07,13.626666666666667,15.74987964075413,11.503453692579203,8480,0.2017,46.8,13,16.3,23.9,194,47,241,Greenwich,41700,0.3,4.862
E09000012,Hackney,25.66,21.383333333333333,25.186704644858587,17.57996202180808,NA,0.4319,41.6,14.7,21.6,22.1,14,30,44,Hackney,44100,0.33,8.322
E09000013,Hammersmith and Fulham,24.81,25.346666666666664,28.347871980092144,22.345461353241184,8410,0.1644,48.5,20.8,12,18.8,2,12,14,Hammersmith and Fulham,29200,0.3,4.269
E09000014,Haringey,21.43,19.583333333333332,26.248056383343236,12.918610283323428,8980,0.321,41.9,24.9,17.1,16.1,124,74,198,Haringey,54000,0.38,5.2
E09000015,Harrow,24.39,24.12,26.526387333743262,21.71361266625674,10895,0.0268,27.2,17,27.4,28.4,93,37,130,Harrow,38300,0.32,4.914
E09000016,Havering,24.44,24.696666666666665,33.62443421143021,15.768899121903118,9335,0.0814,71.2,6.2,13,9.7,303,34,337,Havering,36400,0.3,3.405
E09000017,Hillingdon,16.07,16.726666666666667,22.658987741366968,10.794345591966366,15160,0.0692,35.5,9.3,25.6,29.5,504,50,554,Hillingdon,51800,0.36,2.712
E09000018,Hounslow,32.5,25.48,35.77642656459026,15.18357343540974,21340,0.089,36.4,16,20.7,26.9,356,58,414,Hounslow,55600,0.38,3.911
E09000019,Islington,15.89,16.726666666666667,22.626330498897563,10.82700283443577,6895,0.2705,47.6,17.3,16.9,18.2,1,29,30,Islington,30100,0.27,3.219
E09000020,Kensington and Chelsea,23.69,28.81,33.93,23.689999999999998,5785,0.1985,39.3,30.5,10.7,19.5,0,13,13,Kensington and Chelsea,15500,0.25,7.566
E09000021,Kingston upon Thames,14.25,15.200000000000001,17.357985171404106,13.042014828595896,5390,0.0122,61.7,13.1,12.7,12.5,0,25,25,Kingston upon Thames,24000,0.3,3.187
E09000022,Lambeth,20.56,21.58,26.56882751756362,16.591172482436377,9210,0.1949,50.3,12.2,19.3,18.2,25,24,49,Lambeth,56300,0.31,3.669
E09000023,Lewisham,15.81,13.946666666666667,19.616166938589522,8.277166394743812,9660,0.2464,49,14,21.5,15.5,27,43,70,Lewisham,47900,0.31,5.603
E09000024,Merton,13.58,11.8,16.19894305487125,7.401056945128752,6275,0.0389,43.1,15.8,21.5,19.6,39,36,75,Merton,32700,0.3,1.581
E09000025,Newham,26.99,23.673333333333332,32.80199332992283,14.544673336743836,12075,0.2884,18.6,15.9,32,33.5,808,73,881,Newham,68600,0.39,11.082
E09000026,Redbridge,34.23,27.316666666666666,40.44175841237775,14.19157492095558,8925,0.0405,30.2,15.9,25.8,28.2,506,78,584,Redbridge,46100,0.34,4.648
E09000027,Richmond upon Thames,17.27,17.439999999999998,19.729737976275885,15.15026202372411,6840,0.0076,67.1,16.4,9.1,7.4,5,15,20,Richmond upon Thames,23800,0.27,2.562
E09000028,Southwark,19.23,17.233333333333334,22.415343882660046,12.051322784006622,10505,0.2305,41.8,14.9,20.4,22.9,189,49,238,Southwark,52500,0.3,5.932
E09000029,Sutton,9.29,9.78,13.469485058920824,6.090514941079175,7025,0.0582,67.1,9.5,11.2,12.2,4,15,19,Sutton,28600,0.28999999999999998,3.515
E09000030,Tower Hamlets,25.5,23.39666666666667,30.557227631656307,16.23610570167703,8170,0.3057,30.6,14.5,29.6,25.4,4,36,40,Tower Hamlets,47600,0.28999999999999998,3.869
E09000031,Waltham Forest,20.96,17.586666666666666,20.530156658722582,14.64317667461075,7650,0.1783,49.2,16.2,21.5,13.2,140,87,227,Waltham Forest,49900,0.36,8.219
E09000032,Wandsworth,22.97,22.563333333333333,25.03851682821474,20.088149838451926,8760,0.0495,54.8,23.5,11,10.6,4,21,25,Wandsworth,47200,0.27,6.187
E09000033,Westminster,14.88,17.756666666666668,22.073150575281794,13.440182758051542,8695,0.1587,34.6,23.9,17.8,23.7,4,27,31,Westminster and City of London,27800,0.26,4.482
N09000001,Antrim and Newtownabbey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,Antrim and Newtownabbey,20900,0.32,NA
N09000002,"Armagh City, Banbridge and Craigavon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"Armagh City, Banbridge and Craigavon",28800,0.3,NA
N09000003,Belfast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,7,848,Belfast,44100,0.3,NA
N09000004,Causeway Coast and Glens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Causeway Coast and Glens,18200,0.34,NA
N09000005,Derry City and Strabane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Derry City and Strabane,17000,0.28999999999999998,NA
N09000006,Fermanagh and Omagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fermanagh and Omagh,14400,0.32,NA
N09000007,Lisburn and Castlereagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lisburn and Castlereagh,19800,0.3,NA
N09000008,Mid and East Antrim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid and East Antrim,19400,0.33,NA
N09000009,Mid Ulster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid Ulster,23100,0.36,NA
N09000010,"Newry, Mourne and Down",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Newry, Mourne and Down",24300,0.34,NA
N09000011,Ards and North Down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ards and North Down,19700,0.3,NA
S12000010,East Lothian,NA,NA,NA,NA,NA,NA,92.1,5.8,1.3,0.8,NA,NA,NA,East Lothian,15300,0.31,NA
S12000005,Clackmannanshire,NA,NA,NA,NA,NA,NA,94.1,3,1.8,1.1,NA,NA,NA,Clackmannanshire,7200,0.31,NA
S12000011,East Renfrewshire,NA,NA,NA,NA,NA,NA,87.7,3.7,4.4,4.2,NA,NA,NA,East Renfrewshire,12600,0.3,NA
S12000006,Dumfries and Galloway,NA,NA,NA,NA,NA,NA,95,3.8,0.3,0.9,NA,NA,NA,Dumfries and Galloway,17900,0.3,NA
S12000013,Na h-Eileanan Siar,NA,NA,NA,NA,NA,NA,98.5,1.3,NA,NA,NA,NA,NA,Na h-Eileanan Siar,3000,0.24,NA
S12000014,Falkirk,NA,NA,NA,NA,NA,NA,93.5,4.1,1,1.4,NA,NA,NA,Falkirk,23800,0.31,NA
S12000017,Highland,NA,NA,NA,NA,NA,NA,94,4.7,0.9,NA,NA,NA,NA,Highland,37900,0.35,NA
S12000018,Inverclyde,NA,NA,NA,NA,NA,NA,96,3,0.7,0.3,NA,NA,NA,Inverclyde,8700,0.26,NA
S12000019,Midlothian,NA,NA,NA,NA,NA,NA,89.5,5.5,1.8,3.3,0,1,1,Midlothian,13900,0.3,NA
S12000020,Moray,NA,NA,NA,NA,NA,NA,93.4,5.1,0.6,0.9,NA,NA,NA,Moray,14400,0.34,NA
S12000021,North Ayrshire,NA,NA,NA,NA,NA,NA,97.4,2,0.5,NA,NA,NA,NA,North Ayrshire,17600,0.31,NA
S12000023,Orkney Islands,NA,NA,NA,NA,NA,NA,96.3,2.2,NA,NA,NA,NA,NA,Orkney Islands,2800,0.27,NA
S12000026,Scottish Borders,NA,NA,NA,NA,NA,NA,94.4,3.9,0.4,1.3,NA,NA,NA,Scottish Borders,15100,0.3,NA
S12000027,Shetland Islands,NA,NA,NA,NA,NA,NA,92.7,2.9,3.4,NA,NA,NA,NA,Shetland Islands,3100,0.25,NA
S12000028,South Ayrshire,NA,NA,NA,NA,NA,NA,95.4,2.4,0.3,1.8,0,1,1,South Ayrshire,15400,0.34,NA
S12000029,South Lanarkshire,NA,NA,NA,NA,NA,NA,93.6,3.7,1.3,1.4,0,4,4,South Lanarkshire,48600,0.32,NA
S12000030,Stirling,NA,NA,NA,NA,NA,NA,92.3,4.1,1.6,2,NA,NA,NA,Stirling,13300,0.33,NA
S12000033,Aberdeen City,NA,NA,NA,NA,NA,NA,71.8,13,3.7,11.5,NA,NA,NA,Aberdeen City,35600,0.32,NA
S12000034,Aberdeenshire,NA,NA,NA,NA,NA,NA,91,5.9,1.1,2.1,NA,NA,NA,Aberdeenshire,36400,0.28999999999999998,NA
S12000035,Argyll and Bute,NA,NA,NA,NA,NA,NA,92.4,6.6,0.4,0.6,NA,NA,NA,Argyll and Bute,11100,0.31,NA
S12000036,City of Edinburgh,NA,NA,NA,NA,NA,NA,75.4,12.6,3.4,8.6,4,15,19,City of Edinburgh,75000,0.3,NA
S12000038,Renfrewshire,NA,NA,NA,NA,NA,NA,93.2,2.9,1.8,2.1,0,5,5,Renfrewshire,28300,0.33,NA
S12000039,West Dunbartonshire,NA,NA,NA,NA,NA,NA,93,5.2,1.2,0.6,NA,NA,NA,West Dunbartonshire,12900,0.31,NA
S12000040,West Lothian,NA,NA,NA,NA,NA,NA,89.4,7.8,1.2,1.5,NA,NA,NA,West Lothian,27600,0.31,NA
S12000041,Angus,NA,NA,NA,NA,NA,NA,93.9,4.6,0.6,1,NA,NA,NA,Angus,15800,0.31,NA
S12000042,Dundee City,NA,NA,NA,NA,NA,NA,85.2,6.7,3.4,4.8,0,2,2,Dundee City,19700,0.31,NA
S12000045,East Dunbartonshire,NA,NA,NA,NA,NA,NA,91.5,2.8,2.9,2.8,NA,NA,NA,East Dunbartonshire,13900,0.28000000000000003,NA
S12000047,Fife,NA,NA,NA,NA,NA,NA,90.7,6.1,0.9,2.3,1,1,2,Fife,47400,0.28999999999999998,NA
S12000048,Perth and Kinross,NA,NA,NA,NA,NA,NA,89,8.8,NA,1.9,0,3,3,Perth and Kinross,23100,0.34,NA
S12000049,Glasgow City,NA,NA,NA,NA,NA,NA,76.2,7.4,6.3,10.1,3756,42,3798,Glasgow City,92900,0.34,NA
S12000050,North Lanarkshire,NA,NA,NA,NA,NA,NA,94,4.3,0.9,0.8,0,7,7,North Lanarkshire,52300,0.33,NA
W06000001,Isle of Anglesey,NA,NA,NA,NA,NA,0.10208078946992712,97.6,2.1,NA,0.3,NA,NA,NA,Isle of Anglesey,7700,0.28999999999999998,NA
W06000002,Gwynedd,NA,NA,NA,NA,NA,0.046088526349592665,94.1,2.3,1.5,2.1,NA,NA,NA,Gwynedd,16700,0.36,NA
W06000003,Conwy,NA,NA,NA,NA,NA,0.11546089398645713,92.8,3.9,1.3,1.9,6,0,6,Conwy,16300,0.35,NA
W06000004,Denbighshire,NA,NA,NA,NA,NA,0.1637159942889325,92.3,3.3,2,2.4,NA,NA,NA,Denbighshire,12200,0.31,NA
W06000005,Flintshire,NA,NA,NA,NA,NA,0.11423758386998885,92.7,5.7,0.9,0.7,NA,NA,NA,Flintshire,26000,0.35,NA
W06000006,Wrexham,NA,NA,NA,NA,NA,0.15003354388752171,91.9,5.9,1.1,1.1,137,4,141,Wrexham,19500,0.31,NA
W06000008,Ceredigion,NA,NA,NA,NA,NA,0.027756632795276584,93.7,4.2,1.1,1,NA,NA,NA,Ceredigion,7900,0.31,NA
W06000009,Pembrokeshire,NA,NA,NA,NA,NA,0.09466455724266715,94.9,3.1,0.8,1.2,NA,NA,NA,Pembrokeshire,15500,0.34,NA
W06000010,Carmarthenshire,NA,NA,NA,NA,NA,0.11432428988730148,93,3.7,2.1,1.3,NA,NA,NA,Carmarthenshire,22500,0.3,NA
W06000011,Swansea,NA,NA,NA,NA,NA,0.2360136777794896,85.2,4,3.9,7,851,12,863,Swansea,28800,0.28999999999999998,NA
W06000012,Neath Port Talbot,NA,NA,NA,NA,NA,0.3118278286512779,95.2,1.9,1.2,1.8,NA,NA,NA,Neath Port Talbot,16000,0.27,NA
W06000013,Bridgend,NA,NA,NA,NA,NA,0.20542384547077217,94.4,2.4,1.2,1.9,NA,NA,NA,Bridgend,19400,0.31,NA
W06000014,Vale of Glamorgan,NA,NA,NA,NA,NA,0.12654672511861972,92,4.4,2,1.5,1,2,3,Vale of Glamorgan,16500,0.28999999999999998,NA
W06000015,Cardiff,NA,NA,NA,NA,NA,0.2735643093391814,75,4.3,10.2,10.6,1468,35,1503,Cardiff,46800,0.28999999999999998,NA
W06000016,Rhondda Cynon Taf,NA,NA,NA,NA,NA,0.30159395167905173,94.7,2.5,1.4,1.4,0,2,2,Rhondda Cynon Taf,30700,0.31,NA
W06000018,Caerphilly,NA,NA,NA,NA,NA,0.23923757965948972,95.7,2.4,1,0.9,NA,NA,NA,Caerphilly,22000,0.28999999999999998,NA
W06000019,Blaenau Gwent,NA,NA,NA,NA,NA,0.3329488661104824,95.3,2.4,1.6,0.7,NA,NA,NA,Blaenau Gwent,8700,0.3,NA
W06000020,Torfaen,NA,NA,NA,NA,NA,0.25880230823650796,94.1,2.1,2.4,1.3,NA,NA,NA,Torfaen,12300,0.3,NA
W06000021,Monmouthshire,NA,NA,NA,NA,NA,0.020873743190834678,92.5,4.8,1.6,1.2,NA,NA,NA,Monmouthshire,11300,0.28999999999999998,NA
W06000022,Newport,NA,NA,NA,NA,NA,0.34627273512986734,81.8,5.1,6.9,6.1,450,17,467,Newport,20500,0.28000000000000003,NA
W06000023,Powys,NA,NA,NA,NA,NA,0.04107013768422642,94.8,2.6,1.4,1.2,NA,NA,NA,Powys,16000,0.31,NA
W06000024,Merthyr Tydfil,NA,NA,NA,NA,NA,0.29081577813179965,93.2,4.2,0.5,2,0,2,2,Merthyr Tydfil,7600,0.28999999999999998,NA
E07000084,Basingstoke and Deane,NA,NA,NA,NA,6005,0.024,86.8,8.1,2.6,2.5,NA,NA,NA,Basingstoke and Deane,25500,0.27,1.071
E07000085,East Hampshire,NA,NA,NA,NA,5140,0.0025,88.5,6.3,2.5,2.7,NA,NA,NA,East Hampshire,16700,0.3,1.238
E07000086,Eastleigh,NA,NA,NA,NA,4195,0.0138,91.8,4.3,1.7,2.3,0,5,5,Eastleigh,20000,0.3,0.037
E07000087,Fareham,NA,NA,NA,NA,4135,0.0081,90.4,4.6,2,3,10,0,10,Fareham,16100,0.3,1.408
E07000088,Gosport,NA,NA,NA,NA,3500,0.1693,94.9,3.4,NA,NA,0,1,1,Gosport,10800,0.28999999999999998,2.889
E07000089,Hart,NA,NA,NA,NA,3945,0,82.4,4.4,8.4,4.8,0,2,2,Hart,13600,0.28999999999999998,0.682
E07000090,Havant,NA,NA,NA,NA,5720,0.2554,94.3,3.6,NA,NA,3,0,3,Havant,17100,0.32,0.579
E07000091,New Forest,NA,NA,NA,NA,7645,0.0286,92,6.8,0.7,NA,NA,NA,NA,New Forest,24800,0.33,1.463
E07000092,Rushmoor,NA,NA,NA,NA,3100,0.0707,80.1,2.2,6.7,11,0,6,6,Rushmoor,16100,0.3,2.421
E07000093,Test Valley,NA,NA,NA,NA,4115,0.015,88.4,7.1,NA,3.6,NA,NA,NA,Test Valley,16600,0.27,0.96
E07000094,Winchester,NA,NA,NA,NA,3970,0.0025,88.9,5.5,3.8,1.9,NA,NA,NA,Winchester,15200,0.28000000000000003,0.934
E07000095,Broxbourne,NA,NA,NA,NA,3495,0.0705,77.2,8.8,10.5,3.5,4,8,12,Broxbourne,15900,0.34,6.11
E07000096,Dacorum,NA,NA,NA,NA,5035,0.0202,83.2,8.2,5.3,3.3,1,1,2,Dacorum,23500,0.32,2.745
