MSOA11CD
E02000468
E02000752
E02000763
E02000769
E02000007
E02000781
E02006800
E02000007
E02000015
E02000019
E02000015
E02000019
E02000021
E02000019
E02000016
E02000019
E02000016
E02000019
E02000030
E02000039
E02000041
E02000044
E02000067
E02000070
E02000087
E02000088
E02000091
E02000140
E02005037
E02005088
E02000059
E02000103
E02000106
E02000109
E02000106
E02000109
E02000112
E02000106
E02000123
E02000112
E02000118
E02000123
E02000248
E02000252
E02000111
E02000118
E02000239
E02000248
E02000120
E02000124
E02000130
E02000131
E02000201
E02000140
E02000149
E02005088
E02005089
E02000120
E02000182
E02000196
E02000203
E02000203
E02000213
E02000215
E02000201
E02000214
E02006788
E02000203
E02000213
E02000213
E02000217
E02000160
E02000227
E02000160
E02000227
E02000229
E02006789
E02000462
E02006796
E02006796
E02006796
E02000243
E02000249
E02000243
E02000244
E02000255
E02000259
E02000249
E02000259
E02000260
E02000263
E02000267
E02000274
E02000275
E02000534
E02000278
E02000279
E02000280
E02000281
E02000288
E02000279
E02000288
E02000294
E02000895
E02004535
E02000294
E02000305
E02000316
E02000323
E02000331
E02000332
E02006927
E02000339
E02000127
E02000343
E02000668
E02006927
E02000353
E02000361
E02000357
E02000726
E02000361
E02000866
E02000365
E02000371
E02000412
E02000408
E02000421
E02000420
E02000507
E02000263
E02000263
E02000520
E02000520
E02000522
E02000523
E02000524
E02000525
E02000274
E02000275
E02000534
E02000536
E02000537
E02000274
E02000520
E02000523
E02000525
E02000538
E02000536
E02000538
E02000541
E02000542
E02000538
E02000541
E02000542
E02000543
E02000549
E02000524
E02000525
E02000538
E02000548
E02000549
E02000550
E02000549
E02000803
E02000803
E02000806
E02006410
E02006412
E02000187
E02000187
E02000573
E02000574
E02000124
E02000372
E02000372
E02000579
E02000372
E02000375
E02000579
E02000813
E02006798
E02006798
E02000657
E02000660
E02000672
E02000668
E02006784
E02000673
E02000679
E02000839
E02000672
E02000679
E02000687
E02006784
E02000127
E02000133
E02006782
E02000130
E02000132
E02000137
E02000687
E02006784
E02000779
E02000782
E02000016
E02000782
E02000727
E02000731
E02000735
E02000745
E02000746
E02000745
E02000746
E02000749
E02000750
E02000016
E02000780
E02000781
E02000782
E02000812
E02000828
E02000710
E02000843
E02000842
E02000884
E02000889
E02000306
E02000309
E02000899
E02000899
E02000901
E02000905
E02000309
E02000398
E02000905
E02000908
E02000726
E02000918
E02000124
E02000966
E02000968
E02000975
E02000989
E02000993
E02001000
E02001030
E02001000
E02001005
E02001007
E02001010
E02001030
E02000999
E02001004
E02001005
E02001006
E02001003
E02001004
E02001006
E02001157
E02001160
E02001311
E02001015
E02001157
E02001159
E02001007
E02001015
E02001037
E02001159
E02001161
E02001038
E02001038
E02001041
E02001042
E02001048
E02001151
E02001153
E02001155
E02001045
E02001048
E02001050
E02001050
E02001112
E02001125
E02001125
E02001128
E02001129
E02001050
E02001050
E02001052
E02001057
E02006902
E02006913
E02001057
E02001129
E02001061
E02001057
E02001061
E02001062
E02001064
E02001061
E02001061
E02001064
E02001069
E02001259
E02001064
E02001075
E02001076
E02001069
E02001079
E02001080
E02001089
E02001192
E02001194
E02001090
E02001092
E02001092
E02001094
E02001096
E02001211
E02001092
E02001094
E02001097
E02001280
E02001286
E02001106
E02001109
E02001111
E02001116
E02001133
E02001134
E02001139
E02001134
E02001139
E02001141
E02001144
E02001146
E02001098
E02001101
E02001144
E02001146
E02001148
E02001152
E02001025
E02001026
E02001029
E02001031
E02001149
E02001151
E02001161
E02001168
E02001173
E02001170
E02001176
E02001181
E02001183
E02001173
E02001174
E02001177
E02001180
E02001184
E02001075
E02001187
E02001189
E02001192
E02001202
E02001204
E02001208
E02001209
E02001216
E02001230
E02001234
E02001235
E02001245
E02001248
E02001241
E02001245
E02001249
E02001253
E02001248
E02001249
E02001256
E02001257
E02001243
E02001250
E02001251
E02001258
E02001260
E02001264
E02001267
E02001269
E02001270
E02001271
E02001294
E02001297
E02001300
E02001301
E02001011
E02001308
E02001309
E02001328
E02001329
E02001331
E02005311
E02001328
E02001329
E02001331
E02001359
E02001338
E02001331
E02001333
E02001337
E02001338
E02001342
E02001414
E02001343
E02001345
E02001401
E02001343
E02001401
E02001404
E02002581
E02001455
E02001455
E02001331
E02001359
E02001354
E02001359
E02001354
E02001355
E02001360
E02001364
E02001354
E02001355
E02001364
E02001359
E02001359
E02001364
E02001374
E02001374
E02001360
E02001369
E02001465
E02006934
E02001364
E02001369
E02001374
E02001376
E02001377
E02001338
E02001340
E02001378
E02001374
E02001378
E02001378
E02001374
E02001378
E02001383
E02001342
E02001343
E02001386
E02001400
E02001402
E02001404
E02001404
E02002581
E02001406
E02001408
E02001412
E02001413
E02001417
E02001419
E02001411
